date,price,bedrooms,grade,living_in_m2,real_bathrooms,quartile_zone
6/10/2014,659000,3,9,233.18653,2,4
5/4/2015,440000,2,8,104.05136,1,3
1/30/2015,323400,4,8,191.38018,3,1
9/10/2014,515000,4,8,160.72219,1,4
12/4/2014,750000,5,7,187.66406,2,4
9/12/2014,500000,3,8,143.99965,2,2
6/4/2014,327500,3,7,99.40621,1,2
2/25/2015,545000,4,8,174.65764,3,3
7/21/2014,240000,3,6,101.26427,1,2
10/17/2014,521450,3,7,119.84487,2,3
8/18/2014,290000,3,7,89.18688,1,4
8/29/2014,501000,3,8,107.76748,1,4
8/1/2014,325000,2,7,100.33524,1,1
6/25/2014,804100,4,10,285.21221,2,3
3/3/2015,273000,3,7,114.27069,2,1
9/15/2014,110000,1,5,59.45792,1,2
11/4/2014,500000,4,8,279.63803,2,2
11/6/2014,778000,3,9,244.33489,3,4
7/7/2014,450000,3,8,184.87697,2,2
7/9/2014,229000,4,8,186.73503,2,1
7/9/2014,810000,4,7,185.806,1,3
9/3/2014,700000,3,8,241.5478,1,2
12/16/2014,490000,4,8,208.288526,2,2
12/15/2014,500000,3,7,156.07704,1,4
6/18/2014,535000,3,7,196.95436,2,4
4/16/2015,387000,4,7,232.2575,1,2
7/2/2014,525000,2,7,142.14159,1,4
9/8/2014,270000,1,7,66.89016,1,3
8/14/2014,679000,3,8,257.34131,2,2
3/26/2015,196000,3,6,92.903,1,1
7/17/2014,587000,5,7,335.37983,3,2
2/13/2015,147500,3,7,142.14159,1,1
7/23/2014,530000,4,8,220.18011,2,3
8/16/2014,739000,5,7,263.84452,2,3
11/18/2014,510000,5,7,254.55422,2,3
5/6/2014,599000,4,8,209.96078,2,4
9/12/2014,295000,3,7,154.21898,2,1
9/9/2014,782500,4,9,272.20579,2,4
5/21/2014,1185000,3,10,256.41228,2,4
9/5/2014,280000,2,6,84.54173,1,1
3/12/2015,1295000,4,11,352.10237,3,4
7/25/2014,675000,3,7,236.90265,2,3
12/24/2014,1375000,5,11,404.12805,4,4
4/22/2015,642450,3,7,170.01249,1,3
3/3/2015,425000,3,7,155.14801,2,1
5/6/2015,575000,3,8,182.08988,2,3
12/26/2014,485000,3,7,155.14801,2,3
10/15/2014,319950,3,7,140.28353,3,2
9/9/2014,279000,3,7,142.14159,1,1
2/23/2015,1265000,3,8,208.10272,1,4
7/24/2014,450000,3,7,184.87697,2,3
12/16/2014,147000,3,7,99.40621,1,1
7/18/2014,490000,3,7,159.79316,1,4
2/9/2015,400000,4,8,144.92868,2,3
9/8/2014,352000,4,8,229.47041,2,2
7/25/2014,653450,3,8,192.30921,2,4
7/28/2014,167000,3,6,118.91584,1,1
12/4/2014,529950,3,8,115.19972,2,3
7/30/2014,384000,3,8,132.85129,2,3
6/23/2014,345000,3,8,131.92226,1,3
9/26/2014,392500,2,7,97.54815,1,3
1/13/2015,335000,2,8,117.98681,1,2
12/17/2014,570000,4,8,221.10914,2,4
5/5/2015,305000,3,7,188.59309,2,1
6/28/2014,470000,3,7,139.3545,1,3
3/25/2015,497000,3,8,244.33489,2,3
5/5/2014,340000,5,7,104.05136,1,2
12/2/2014,450000,3,7,106.83845,2,3
6/16/2014,499000,3,7,162.58025,1,4
3/25/2015,146300,3,6,111.4836,1,1
9/3/2014,1350000,4,11,498.88911,3,1
7/10/2014,600000,2,7,223.89623,2,3
10/24/2014,239000,3,7,123.56099,1,1
5/5/2015,440000,3,7,116.12875,1,4
11/25/2014,283000,3,7,169.08346,2,1
1/12/2015,780000,6,8,306.5799,4,3
4/2/2015,459000,4,6,219.25108,2,2
3/24/2015,955000,4,9,345.59916,3,4
2/12/2015,660000,3,9,229.47041,3,4
7/3/2014,810000,3,7,141.21256,1,4
10/29/2014,265000,0,4,35.674752,0,2
10/23/2014,820000,3,10,357.67655,3,4
12/2/2014,219000,3,6,90.11591,1,1
5/8/2014,321950,2,7,79.89658,1,3
12/23/2014,625000,4,9,279.63803,2,3
11/17/2014,455000,4,7,178.37376,1,2
10/22/2014,395000,2,7,130.0642,1,3
11/20/2014,280000,3,7,164.43831,1,1
5/27/2014,455500,3,7,135.63838,2,4
2/26/2015,269000,3,7,136.56741,2,1
10/13/2014,775000,4,9,295.43154,2,3
7/10/2014,775000,6,7,276.85094,2,3
2/24/2015,369300,3,7,137.49644,1,3
5/8/2014,266000,3,7,180.23182,2,1
8/29/2014,509900,3,8,157.00607,1,4
6/5/2014,385000,3,7,158.86413,2,2
3/24/2015,222000,3,7,113.34166,1,1
7/17/2014,335000,3,8,132.85129,3,3
6/5/2014,390000,3,7,135.917089,2,3
11/19/2014,397000,3,7,152.36092,1,2
6/4/2014,365000,2,7,116.12875,1,2
8/20/2014,461000,3,7,131.92226,1,4
11/25/2014,500000,4,7,211.81884,2,2
3/23/2015,459000,3,7,122.63196,1,3
1/21/2015,393500,3,8,114.27069,1,3
8/1/2014,799990,4,9,288.92833,2,4
10/3/2014,518000,4,8,226.68332,2,2
5/6/2015,975000,5,9,280.56706,2,4
2/18/2015,460500,4,8,201.59951,2,3
10/7/2014,459000,3,8,107.76748,1,3
2/4/2015,215000,4,8,136.56741,2,1
8/22/2014,264950,4,7,184.87697,2,2
5/5/2014,787000,3,8,123.56099,1,4
11/4/2014,410000,3,7,211.81884,2,2
8/12/2014,839000,4,8,222.9672,2,3
4/27/2015,330000,4,7,169.08346,2,2
12/22/2014,274000,3,8,170.01249,2,1
7/14/2014,716100,3,7,152.36092,1,3
7/18/2014,430000,3,7,130.0642,2,2
7/8/2014,165000,1,6,78.96755,1,2
6/12/2014,501000,3,8,183.01891,1,1
1/8/2015,635000,3,8,207.17369,3,3
9/16/2014,588000,3,8,165.36734,1,3
7/8/2014,650000,4,9,345.59916,3,2
5/15/2014,451555,2,6,122.63196,1,3
11/19/2014,355000,3,7,168.15443,2,2
1/23/2015,410000,3,7,133.78032,1,2
7/1/2014,276000,1,5,34.37411,0,3
5/12/2015,825000,3,7,186.73503,1,3
8/29/2014,339950,5,8,277.77997,2,1
5/21/2014,535000,2,7,95.69009,1,3
11/5/2014,290000,3,7,153.28995,2,2
5/22/2014,1000000,4,11,395.76678,3,4
7/31/2014,725000,3,7,174.65764,1,4
6/24/2014,325000,3,6,78.96755,1,2
3/25/2015,219000,3,6,116.12875,1,1
11/17/2014,310000,3,7,105.90942,1,2
4/29/2015,870000,4,9,301.00572,2,4
4/28/2015,275000,5,7,209.96078,2,1
6/25/2014,346500,2,7,149.57383,1,2
4/22/2015,160000,2,6,94.76106,1,1
8/1/2014,429000,4,6,195.0963,2,2
4/22/2015,850000,3,9,254.55422,2,2
2/28/2015,997000,4,11,318.65729,3,3
7/9/2014,1465000,6,8,392.97969,4,4
7/9/2014,395000,4,8,183.01891,2,2
6/10/2014,269000,3,7,144.92868,2,2
12/4/2014,439950,3,8,114.27069,2,3
9/11/2014,1000000,4,9,277.77997,3,3
4/10/2015,710000,4,8,185.806,2,4
12/5/2014,1175000,4,10,377.18618,3,4
3/20/2015,552900,4,9,355.632684,3,1
6/24/2014,599000,5,7,253.62519,2,4
1/14/2015,559950,5,9,227.61235,3,2
2/13/2015,334000,1,7,62.24501,1,3
2/12/2015,175000,5,7,156.07704,1,1
6/19/2014,510000,4,8,242.47683,2,2
2/24/2015,473000,2,6,87.32882,1,4
9/29/2014,740000,3,9,224.82526,3,3
11/12/2014,701000,4,9,270.34773,3,3
4/9/2015,430000,3,7,192.773725,2,2
3/26/2015,660000,3,9,216.46399,2,3
9/30/2014,430000,2,8,96.61912,2,3
9/30/2014,212000,3,5,170.01249,1,1
4/10/2015,299999,3,8,221.10914,2,1
8/15/2014,640000,3,7,142.14159,1,3
7/14/2014,252000,3,7,108.69651,1,1
8/26/2014,352000,4,7,171.87055,1,3
3/24/2015,157340,2,7,83.6127,1,1
10/30/2014,700000,4,7,226.68332,2,2
12/17/2014,632000,6,7,237.83168,2,2
8/25/2014,605000,3,8,274.99288,2,2
12/8/2014,180000,3,6,72.46434,1,2
4/22/2015,630000,3,9,228.54138,2,4
4/30/2015,208000,3,6,91.97397,1,1
10/17/2014,782000,4,7,139.3545,1,3
10/8/2014,420000,3,8,164.43831,2,4
8/7/2014,630000,5,7,216.46399,2,3
12/2/2014,403000,2,6,66.89016,1,3
12/16/2014,850000,6,8,261.98646,3,3
4/20/2015,352750,4,7,210.88981,2,1
6/26/2014,563500,4,7,193.702755,1,3
4/14/2015,540000,3,8,146.78674,2,3
2/6/2015,366400,4,8,189.52212,2,1
7/24/2014,219950,2,7,91.97397,1,1
8/11/2014,381000,3,7,123.56099,1,2
5/5/2015,517500,3,8,167.2254,2,3
3/2/2015,275000,2,7,202.52854,1,1
12/30/2014,825000,4,9,299.14766,2,4
7/16/2014,360000,3,8,141.21256,1,2
4/5/2015,419000,5,7,203.45757,3,1
12/16/2014,721000,3,8,248.98004,2,3
6/12/2014,333000,4,6,177.44473,2,3
2/18/2015,277500,2,7,110.55457,1,2
6/27/2014,1050000,4,10,407.84417,4,3
12/4/2014,595000,2,7,140.28353,2,3
6/20/2014,665900,4,8,266.63161,2,2
6/2/2014,610000,5,8,370.68297,2,4
1/28/2015,282000,3,7,155.14801,1,1
7/7/2014,680000,4,9,216.46399,2,3
1/27/2015,465000,3,7,135.63838,1,3
8/4/2014,375000,3,7,91.04494,1,2
9/19/2014,469950,5,9,299.426369,3,1
8/7/2014,390000,3,7,157.00607,2,2
11/24/2014,379950,4,8,239.68974,2,2
2/25/2015,728935,4,9,276.85094,2,4
1/5/2015,325000,3,7,117.05778,2,2
6/23/2014,324000,4,8,196.02533,1,1
2/19/2015,256400,3,7,138.42547,1,1
6/23/2014,550000,3,8,170.94152,1,4
2/18/2015,475000,2,6,85.47076,1,2
7/7/2014,670000,6,8,376.25715,3,3
5/6/2015,190000,3,7,152.36092,2,2
5/2/2014,459990,3,8,248.98004,2,2
8/8/2014,635000,3,8,165.36734,2,4
7/21/2014,303000,3,8,171.87055,2,1
2/26/2015,310000,5,7,269.4187,2,3
5/1/2015,725000,3,8,261.05743,2,4
7/29/2014,168000,3,6,111.4836,1,1
9/17/2014,199950,2,5,147.71577,2,1
9/23/2014,292500,4,7,198.81242,1,1
8/27/2014,300000,3,7,147.71577,2,2
10/20/2014,420000,3,6,97.54815,1,4
1/20/2015,204250,3,7,182.08988,2,1
6/26/2014,710000,3,11,347.45722,3,2
9/4/2014,565000,5,6,250.8381,3,2
6/19/2014,775000,4,11,279.63803,2,4
10/28/2014,277500,3,7,169.08346,2,1
3/17/2015,450000,3,7,143.07062,2,4
5/22/2014,657000,4,8,254.55422,1,2
4/29/2015,250000,3,7,156.07704,2,1
12/9/2014,340000,2,7,102.1933,2,3
1/16/2015,432500,3,7,159.79316,2,2
3/23/2015,585000,4,9,315.8702,3,2
9/16/2014,243000,3,6,139.3545,1,1
4/2/2015,902500,3,10,301.00572,3,2
1/2/2015,530200,4,8,174.65764,2,3
2/19/2015,770000,4,9,396.69581,3,3
12/30/2014,235000,2,6,77.10949,1,1
2/10/2015,280000,3,7,113.34166,2,3
10/29/2014,325900,3,8,189.52212,2,1
5/1/2015,777700,3,10,209.96078,2,2
12/10/2014,620000,4,8,239.68974,2,4
7/1/2014,660000,3,9,238.76071,2,4
3/19/2015,246500,3,7,108.69651,1,1
4/22/2015,449950,4,9,305.65087,3,1
6/6/2014,253500,2,7,75.25143,1,2
2/20/2015,643000,3,7,165.36734,1,4
5/15/2014,613000,4,7,143.99965,2,3
9/24/2014,400000,3,7,222.03817,1,1
6/4/2014,427500,4,9,228.54138,2,1
11/14/2014,430000,3,7,218.32205,2,2
9/29/2014,599000,4,7,343.7411,4,2
7/28/2014,420000,3,6,159.79316,1,2
2/25/2015,273000,3,7,144.92868,1,1
6/11/2014,719950,5,10,301.00572,2,2
2/6/2015,555000,4,9,271.27676,2,2
3/23/2015,333000,4,8,249.90907,2,1
4/29/2015,380000,3,8,235.04459,2,1
11/25/2014,419500,3,8,130.0642,1,3
4/7/2015,396000,1,5,58.52889,1,3
1/13/2015,190000,3,6,107.76748,1,2
5/2/2014,555000,4,8,307.50893,2,3
10/30/2014,569900,5,8,219.25108,3,2
3/31/2015,1060000,5,10,384.61842,4,4
7/1/2014,402500,2,6,74.3224,1,3
11/7/2014,320000,3,7,141.21256,1,2
6/3/2014,365000,3,7,159.79316,2,1
2/3/2015,895000,3,8,255.48325,2,4
6/26/2014,200500,3,7,117.05778,1,1
4/10/2015,455000,3,7,166.29637,2,2
4/24/2015,920000,4,9,203.45757,3,3
12/5/2014,450000,4,7,184.87697,2,2
5/27/2014,405000,2,7,84.54173,1,3
6/13/2014,345000,2,7,167.2254,1,1
3/30/2015,789888,5,9,306.5799,3,4
3/27/2015,200000,3,7,132.85129,2,1
3/23/2015,1081000,4,9,195.0963,2,4
5/19/2014,810000,4,11,323.30244,2,3
3/5/2015,780000,3,10,273.13482,2,4
3/25/2015,586000,4,8,179.30279,2,2
10/10/2014,775000,2,7,93.83203,1,3
1/13/2015,175000,3,7,116.12875,1,2
12/4/2014,160000,3,6,111.4836,1,2
10/27/2014,350000,3,8,202.52854,2,1
5/4/2015,375000,2,6,73.39337,1,3
9/2/2014,749500,4,7,231.32847,2,3
4/1/2015,1450000,4,11,464.515,3,3
7/24/2014,780000,3,8,183.01891,2,3
10/8/2014,515000,4,8,229.47041,2,4
2/4/2015,395000,4,9,255.48325,3,2
4/6/2015,430000,4,7,192.30921,2,3
6/13/2014,215000,2,6,65.96113,1,1
6/26/2014,440000,4,7,164.43831,1,3
10/3/2014,375000,4,7,132.85129,1,2
6/17/2014,343000,3,8,117.98681,2,1
8/27/2014,364250,3,8,211.81884,2,2
7/14/2014,1202500,3,10,318.65729,2,4
3/12/2015,293000,2,7,149.57383,2,2
9/24/2014,400950,2,7,215.53496,1,3
5/8/2014,450000,3,7,140.28353,2,4
12/8/2014,617000,3,8,280.56706,1,1
8/5/2014,354000,3,7,98.47718,1,2
6/18/2014,384400,3,8,156.913167,3,2
7/10/2014,273500,3,7,143.99965,2,1
11/4/2014,380950,2,7,132.85129,1,2
9/10/2014,265000,5,7,271.27676,2,1
2/20/2015,369500,3,7,102.936524,2,3
9/12/2014,970000,4,10,351.17334,3,3
7/28/2014,585000,5,8,218.32205,2,4
1/21/2015,245000,3,7,126.34808,1,1
7/1/2014,330000,3,7,156.07704,2,2
4/27/2015,420000,4,8,221.10914,1,4
3/4/2015,496000,3,8,234.11556,1,2
6/25/2014,200000,3,6,106.83845,1,1
4/6/2015,540000,4,8,282.42512,2,4
8/21/2014,379950,4,8,248.98004,2,2
9/9/2014,460000,3,7,148.6448,2,4
6/2/2014,544000,3,7,166.29637,1,3
9/11/2014,290000,2,6,89.18688,1,2
9/23/2014,650000,4,8,212.74787,2,3
12/4/2014,456150,3,7,162.58025,2,2
7/23/2014,391000,2,6,82.68367,1,3
3/12/2015,435000,3,9,247.12198,2,2
9/2/2014,883000,4,8,223.89623,2,3
5/5/2015,430000,3,6,143.07062,2,2
5/4/2015,510000,3,6,138.42547,1,2
8/11/2014,429000,3,8,205.31563,3,2
4/28/2015,227500,3,7,143.07062,1,1
6/3/2014,1099500,4,9,239.68974,2,4
3/16/2015,285000,3,7,179.30279,1,1
5/22/2014,430000,4,9,299.14766,3,1
4/9/2015,730000,4,10,255.48325,2,4
1/14/2015,212000,3,7,176.5157,2,1
11/21/2014,390000,4,8,237.83168,2,2
11/19/2014,195000,2,6,74.3224,1,1
3/5/2015,539000,3,7,128.20614,1,3
12/15/2014,850000,2,9,250.8381,2,4
1/28/2015,1350000,4,9,317.72826,4,3
2/23/2015,615000,3,9,209.03175,2,4
12/4/2014,273500,4,6,126.34808,1,1
7/14/2014,650000,1,6,85.47076,1,2
1/5/2015,652427,4,8,257.34131,2,4
12/30/2014,190000,3,6,152.36092,1,2
9/8/2014,415000,4,8,234.11556,2,1
11/28/2014,399950,3,8,114.27069,2,4
10/23/2014,310000,3,7,147.71577,2,2
6/18/2014,265000,4,7,190.45115,1,1
4/28/2015,288250,3,7,196.02533,1,1
12/3/2014,810000,4,8,322.37341,3,2
7/14/2014,450000,2,8,121.70293,1,1
1/5/2015,600000,4,10,359.53461,2,2
7/22/2014,250000,3,7,116.12875,1,3
7/14/2014,608250,4,8,281.49609,2,2
6/22/2014,500000,4,8,189.52212,2,4
6/10/2014,1025000,5,10,349.31528,4,4
5/23/2014,360000,3,8,117.98681,2,3
8/19/2014,475000,4,9,196.95436,2,3
7/30/2014,450000,3,7,134.70935,1,2
8/20/2014,392500,3,8,148.6448,3,3
6/26/2014,254000,5,7,193.23824,2,1
3/27/2015,540000,4,7,157.00607,1,4
5/6/2014,1225000,4,10,324.23147,2,4
8/2/2014,345000,2,7,79.89658,1,2
4/1/2015,235000,3,7,98.47718,1,1
6/23/2014,560000,4,9,213.6769,2,4
10/4/2014,351358,2,8,112.41263,1,3
9/11/2014,390000,2,7,79.89658,1,4
5/22/2014,300000,5,8,256.41228,2,2
6/4/2014,767450,3,10,151.43189,2,3
4/6/2015,560000,3,8,217.39302,1,4
5/27/2014,495000,3,9,162.58025,2,2
9/30/2014,353500,4,7,164.43831,2,2
12/19/2014,555000,3,7,193.23824,2,3
7/21/2014,512000,2,8,108.69651,2,3
9/27/2014,406500,3,8,165.36734,2,3
5/15/2014,185000,3,6,106.83845,1,1
6/30/2014,457000,3,8,113.34166,2,3
6/18/2014,630000,4,8,260.778721,2,2
5/11/2015,419900,3,8,151.43189,2,4
8/13/2014,249000,3,7,196.95436,1,1
2/2/2015,598992,5,9,319.58632,3,2
8/20/2014,462608,3,8,186.73503,2,3
7/22/2014,209950,3,7,145.85771,1,1
7/2/2014,310000,2,6,65.0321,1,3
2/12/2015,542000,4,7,143.07062,1,3
6/2/2014,965000,4,8,228.54138,2,4
5/1/2015,210000,2,6,102.1933,1,2
4/3/2015,719000,3,9,235.97362,3,4
1/28/2015,914600,4,11,295.43154,3,3
6/17/2014,493000,4,7,188.59309,1,2
9/25/2014,343000,3,5,130.0642,1,3
1/30/2015,318000,3,8,145.85771,1,1
1/16/2015,348000,3,7,123.56099,1,2
4/21/2015,695000,4,8,262.91549,2,3
3/3/2015,647000,4,9,222.03817,2,4
8/22/2014,252000,3,7,145.85771,2,1
2/20/2015,205000,3,8,116.12875,2,2
9/17/2014,600000,4,9,192.30921,2,2
1/22/2015,435000,6,7,210.88981,2,3
3/13/2015,175000,2,6,123.56099,1,1
6/12/2014,1485000,4,10,374.39909,3,4
6/24/2014,455000,2,8,111.4836,1,3
7/9/2014,412000,4,9,312.15408,3,1
10/30/2014,613000,3,8,226.68332,3,3
11/6/2014,428950,2,8,163.50928,1,2
5/8/2014,615000,2,7,143.07062,1,4
5/28/2014,420000,3,7,169.08346,1,4
3/3/2015,516500,3,7,137.49644,2,4
2/11/2015,235000,4,7,159.79316,1,1
10/25/2014,450000,3,7,161.65122,1,2
9/26/2014,575000,4,8,244.33489,2,3
3/31/2015,375000,3,9,225.196872,2,1
4/29/2015,595000,4,7,187.66406,2,3
4/28/2015,297500,4,8,203.45757,2,1
4/29/2015,380000,3,7,107.76748,1,4
6/5/2014,564000,3,7,183.94794,1,3
4/17/2015,428000,3,8,153.28995,2,2
7/24/2014,524250,3,8,158.86413,2,3
3/30/2015,350000,4,7,214.60593,1,2
2/25/2015,565000,3,10,298.21863,2,1
12/9/2014,257000,2,7,71.53531,1,2
7/3/2014,474000,3,7,142.14159,1,4
6/6/2014,510000,3,7,137.49644,1,4
10/26/2014,810000,5,9,305.65087,3,4
2/23/2015,710000,5,9,364.17976,3,3
6/9/2014,525000,3,8,229.47041,3,3
4/14/2015,435000,3,7,117.98681,2,2
4/24/2015,339000,3,8,183.01891,2,1
7/1/2014,349500,3,7,117.98681,2,3
2/12/2015,325000,2,6,104.05136,1,2
5/27/2014,255000,3,7,89.18688,1,2
10/30/2014,622000,4,8,248.98004,1,3
5/5/2014,219900,4,6,104.05136,1,1
7/30/2014,335000,3,7,145.85771,1,2
4/6/2015,415000,3,7,130.99323,2,2
4/7/2015,416000,3,7,166.29637,2,3
11/7/2014,465000,4,8,240.61877,2,2
9/10/2014,549950,3,8,193.23824,2,2
10/27/2014,314000,2,6,66.89016,1,2
11/25/2014,437500,3,7,151.43189,1,4
9/25/2014,328000,4,7,126.34808,1,2
9/23/2014,227950,3,7,155.14801,1,1
11/11/2014,640000,5,8,299.14766,2,4
12/1/2014,632500,4,10,252.69616,1,4
5/25/2014,325000,4,7,244.33489,3,1
6/26/2014,1340000,4,10,296.36057,3,3
4/6/2015,382000,2,8,125.41905,2,4
11/10/2014,277700,2,8,115.19972,1,3
7/24/2014,410000,2,7,109.62554,1,3
11/10/2014,279000,3,7,186.73503,2,1
11/10/2014,438200,2,7,148.6448,2,3
9/18/2014,994000,5,10,395.76678,3,4
4/12/2015,925000,4,9,240.61877,2,4
4/16/2015,575000,3,8,232.2575,2,2
7/8/2014,370000,3,7,145.85771,1,2
12/10/2014,278000,4,7,171.87055,2,1
7/15/2014,291000,3,5,118.91584,1,3
6/4/2014,539000,3,8,158.86413,2,4
10/24/2014,675000,4,7,258.27034,3,3
4/1/2015,1065000,3,9,197.88339,2,4
11/4/2014,511000,3,7,132.85129,1,3
7/14/2014,170000,3,7,116.12875,1,1
4/26/2015,589000,3,8,247.12198,2,3
5/2/2014,275000,3,6,109.62554,1,2
10/22/2014,303100,3,8,152.36092,1,1
9/23/2014,430000,4,7,212.74787,2,3
9/15/2014,335000,3,7,117.98681,1,3
4/1/2015,615000,3,8,131.92226,3,4
11/6/2014,300000,3,6,117.05778,1,2
5/2/2014,315000,3,7,107.76748,1,4
8/7/2014,634950,3,8,202.52854,3,3
1/26/2015,251000,3,7,153.28995,2,2
5/12/2014,900000,4,10,436.6441,3,4
11/12/2014,245000,4,7,173.72861,2,1
6/5/2014,372500,3,7,109.62554,1,4
8/25/2014,460000,3,7,133.78032,1,4
2/19/2015,461000,3,7,157.00607,2,4
11/3/2014,585000,3,7,134.70935,1,4
5/15/2014,174950,3,6,98.47718,1,1
8/6/2014,630000,3,8,149.57383,3,4
6/9/2014,743700,4,10,242.47683,2,4
3/19/2015,210000,3,7,146.78674,2,1
5/8/2014,524000,3,8,225.75429,2,3
4/25/2015,712500,3,7,164.43831,1,3
10/22/2014,295000,3,7,123.56099,2,2
6/3/2014,503000,3,9,203.45757,2,2
5/7/2014,160000,2,6,96.61912,1,1
12/2/2014,759000,3,8,152.36092,2,4
12/16/2014,725000,2,9,223.89623,1,3
6/19/2014,549000,4,7,119.84487,1,3
5/16/2014,275000,3,8,137.49644,2,2
8/4/2014,200000,2,6,77.10949,1,1
5/4/2015,361000,3,7,229.47041,2,1
5/13/2014,155000,2,6,84.54173,1,2
1/30/2015,1400000,3,9,280.56706,3,4
3/31/2015,619000,3,8,189.52212,2,3
10/24/2014,640000,5,8,187.66406,1,3
4/10/2015,209950,2,7,79.89658,1,1
9/29/2014,928990,4,9,331.66371,2,4
5/1/2015,748000,3,8,241.5478,2,4
8/1/2014,178000,3,7,102.1933,1,1
6/9/2014,442500,4,8,201.59951,2,2
1/20/2015,350000,3,7,146.78674,2,3
10/27/2014,485000,4,7,112.41263,1,3
9/30/2014,342000,3,7,117.05778,3,3
7/22/2014,150000,2,7,126.34808,1,1
4/27/2015,540000,3,8,202.52854,2,4
1/16/2015,375000,3,7,132.85129,1,2
3/3/2015,1350000,4,10,434.78604,3,4
6/5/2014,214100,2,7,106.83845,2,1
11/25/2014,700000,4,7,160.72219,1,3
6/24/2014,998000,4,9,224.82526,2,4
8/8/2014,280000,3,7,172.79958,2,2
2/6/2015,410000,4,7,140.28353,2,3
3/26/2015,332000,2,7,106.83845,1,2
10/17/2014,345000,4,8,189.52212,2,2
8/14/2014,374950,4,7,183.01891,1,3
11/25/2014,258000,4,7,251.76713,3,1
4/22/2015,750000,5,8,276.85094,3,3
10/9/2014,215000,3,6,75.25143,1,2
10/1/2014,299900,3,9,112.41263,2,1
9/8/2014,311000,4,8,310.29602,2,1
9/16/2014,802000,3,8,201.59951,2,3
2/18/2015,380000,4,7,215.53496,2,2
10/22/2014,200000,2,4,72.46434,0,1
6/10/2014,505000,3,8,217.39302,2,2
3/25/2015,288000,3,6,110.55457,1,1
4/23/2015,330000,4,7,185.806,2,1
6/26/2014,164950,3,7,145.85771,1,2
5/23/2014,355000,3,8,113.34166,2,3
9/29/2014,230500,3,7,157.00607,2,1
2/4/2015,526750,5,8,210.88981,2,2
4/9/2015,517500,4,8,141.21256,2,3
9/18/2014,850000,3,9,302.86378,2,4
1/13/2015,272000,2,6,62.24501,1,2
3/5/2015,175000,2,5,65.0321,1,2
7/15/2014,740000,4,9,283.35415,2,2
6/12/2014,717000,3,9,230.39944,2,4
8/15/2014,1038000,4,11,350.24431,2,4
2/13/2015,949990,4,9,368.82491,4,4
8/25/2014,425000,3,7,145.85771,2,2
9/29/2014,253000,3,7,145.85771,1,1
8/13/2014,500000,3,7,144.92868,2,3
12/3/2014,325000,3,8,145.85771,2,1
6/3/2014,689800,3,8,222.03817,2,2
5/5/2015,220000,1,8,102.1933,1,1
11/20/2014,649500,3,9,346.52819,3,2
2/18/2015,358000,3,7,149.57383,2,1
12/11/2014,429000,4,7,125.41905,1,3
4/13/2015,435000,2,6,89.18688,1,2
7/31/2014,457500,3,8,139.3545,2,3
7/7/2014,475000,5,7,233.18653,2,2
12/24/2014,715000,4,9,275.92191,2,4
12/29/2014,1035000,4,10,294.50251,2,4
7/7/2014,494000,2,7,119.84487,1,3
10/16/2014,246000,3,8,133.78032,2,1
4/16/2015,446250,3,9,221.10914,2,2
9/30/2014,575000,3,7,196.95436,2,4
12/15/2014,289900,3,7,176.422797,1,1
4/13/2015,420000,4,7,210.88981,2,3
8/4/2014,450000,3,8,149.57383,2,3
11/13/2014,518000,5,7,147.71577,1,3
10/30/2014,513000,2,7,170.94152,1,3
1/26/2015,295000,3,8,179.30279,1,1
1/26/2015,315500,3,7,120.7739,1,3
6/3/2014,206000,3,6,98.47718,1,1
7/18/2014,679000,4,8,131.92226,1,3
11/4/2014,225000,2,7,87.32882,1,1
8/25/2014,285167,3,8,204.3866,2,1
9/17/2014,255000,3,7,161.65122,2,1
4/28/2015,1388000,4,9,273.13482,2,4
6/23/2014,396500,3,8,222.03817,1,2
9/22/2014,170000,3,6,137.49644,1,1
3/23/2015,850000,5,10,318.65729,2,4
4/28/2015,398000,4,7,132.85129,1,2
6/18/2014,913000,4,11,338.16692,2,4
2/25/2015,500012,4,8,222.9672,2,3
6/5/2014,545000,3,6,157.9351,1,3
9/10/2014,272750,4,7,167.2254,1,2
12/30/2014,226500,3,7,144.92868,2,1
6/20/2014,623000,3,8,171.87055,2,4
9/17/2014,579000,4,8,299.14766,2,3
8/25/2014,820000,4,8,294.50251,2,2
2/3/2015,153000,2,6,65.96113,1,2
12/22/2014,650000,5,8,222.9672,2,3
3/13/2015,275000,3,7,131.92226,2,2
10/3/2014,540000,4,7,170.94152,1,4
11/17/2014,220000,3,6,92.903,1,2
1/21/2015,620000,4,9,205.31563,2,4
11/13/2014,210500,3,7,170.94152,1,1
12/17/2014,236000,3,7,120.7739,1,1
7/16/2014,800000,3,8,151.43189,2,4
7/23/2014,552500,3,8,250.8381,2,3
4/10/2015,980000,5,10,321.44438,4,2
10/31/2014,1348000,5,10,328.87662,3,4
1/7/2015,1150000,3,8,195.0963,2,4
4/27/2015,110000,2,6,73.39337,1,1
8/27/2014,979500,4,11,383.968099,3,2
7/10/2014,295000,2,5,68.74822,1,3
7/9/2014,700000,3,6,130.99323,1,3
7/14/2014,270000,2,6,106.83845,1,3
11/20/2014,920000,3,9,240.61877,2,4
4/22/2015,655000,6,7,264.77355,5,4
9/29/2014,485500,4,8,167.2254,2,4
11/19/2014,185000,2,7,129.13517,1,1
